TIME,S,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,Z
0.0033333333333303017,0,23.5,23.6,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.1,22.3,0.0
0.08666666666667311,0,23.5,23.6,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.1,22.3,-0.599999999999909
0.1700000000000017,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.1,22.3,0.599999999999909
0.2533333333333303,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.1,22.3,-0.599999999999909
0.3366666666666731,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.1,22.3,-0.2999999999999545
0.4200000000000017,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.1,22.3,0.0
0.5033333333333303,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.1,22.3,-0.2999999999999545
0.5866666666666731,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.1,22.3,-0.599999999999909
0.6700000000000017,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.1,22.3,-0.2999999999999545
0.7533333333333303,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,-0.599999999999909
0.8366666666666731,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,-0.2999999999999545
0.9200000000000017,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,0.0
1.0033333333333303,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,-0.599999999999909
1.086666666666673,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,-0.2999999999999545
1.1700000000000017,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,-0.2999999999999545
1.2533333333333303,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,-0.2999999999999545
1.336666666666673,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,0.0
1.4200000000000017,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,0.0
1.5033333333333303,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,-0.599999999999909
1.586666666666673,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,0.0
1.6700000000000017,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,0.0
1.7533333333333303,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,-0.2999999999999545
1.836666666666673,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,0.0
1.9200000000000017,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,-0.2999999999999545
2.0033333333333303,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,-0.599999999999909
2.086666666666673,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,-0.2999999999999545
2.1700000000000017,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,0.0
2.2533333333333303,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,-0.599999999999909
2.336666666666673,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,-0.2999999999999545
2.4200000000000017,0,23.5,23.5,23.6,23.6,23.8,24.3,23.6,23.5,22.6,23.3,23.2,22.3,-0.2999999999999545
