TIME,S,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,Z
0.0,3000,24.0,24.0,24.1,24.1,24.2,24.3,24.0,24.0,27.0,26.2,24.1,24.0,0.0
0.08666666666665712,3000,24.0,24.0,24.1,24.1,24.2,24.3,24.0,24.0,27.05,26.2,24.1,24.0,0.0
0.16999999999999993,3000,24.0,24.0,24.1,24.1,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,0.0
0.25333333333334274,3000,24.0,24.0,24.1,24.1,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,0.0
0.3366666666666571,3000,24.0,24.0,24.1,24.1,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,0.0
0.41999999999999993,3000,24.0,24.0,24.1,24.1,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,0.0
0.5033333333333427,3000,24.0,24.0,24.1,24.1,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,0.0
0.5866666666666571,3000,24.0,24.0,24.1,24.1,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,0.0
0.6699999999999999,3000,24.0,24.0,24.1,24.1,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,0.0
0.7533333333333427,3000,24.0,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,0.6094999999999997
0.8366666666666571,3000,24.0,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,1.2189999999999994
0.9199999999999999,3000,24.0,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,1.2189999999999994
1.0033333333333427,3000,24.0,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,1.8285
1.0866666666666571,3000,24.0,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,2.4379999999999997
1.17,3000,24.0,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,3.0469999999999997
1.2533333333333427,3000,24.0,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,3.6559999999999997
1.3366666666666571,3000,24.0,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.1,3.6559999999999997
1.42,3000,24.0,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,4.2655
1.5033333333333427,3000,24.0,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,5.4845
1.5866666666666571,3000,24.0,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.1,6.094
1.67,3000,24.05,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,6.094
1.7533333333333427,3000,24.1,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.1,6.094
1.8366666666666571,3000,24.1,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,6.094
1.92,3000,24.1,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,6.094
2.0033333333333427,3000,24.15,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.2,24.1,24.0,6.703499999999999
2.086666666666657,12000,24.2,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.3,24.1,24.1,7.313
2.17,12000,24.2,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.3,24.1,24.1,7.313
2.2533333333333427,12000,24.2,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.3,24.1,24.1,7.922
2.336666666666657,12000,24.25,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.3,24.1,24.1,8.530999999999999
2.42,12000,24.3,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.3,24.1,24.1,8.530999999999999
2.5033333333333427,12000,24.3,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.3,24.1,24.1,9.1405
2.586666666666657,12000,24.3,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.3,24.1,24.1,9.75
2.67,12000,24.3,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.3,24.1,24.1,9.75
2.7533333333333427,12000,24.3,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.3,24.1,24.1,10.359499999999997
2.836666666666657,12000,24.3,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.3,24.1,24.1,9.75
2.92,12000,24.35,24.0,24.1,24.0,24.2,24.3,24.0,24.0,27.1,26.3,24.1,24.1,9.75
