TIME,S,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,Z
0.0,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.8,24.6,26.1,26.075,0.0
0.08333333333333333,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.8,24.700000000000003,26.1,26.05,0.0
0.16666666666666666,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.8,24.700000000000003,26.1,26.05,0.0
0.25,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.8,24.6,26.1,26.05,0.0
0.3333333333333333,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.8,24.700000000000003,26.1,26.05,0.0
0.4166666666666667,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.8,24.6,26.1,26.05,0.0
0.5,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.8,24.700000000000003,26.1,26.05,0.0
0.5833333333333334,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.8,24.700000000000003,26.1,26.05,0.0
0.6666666666666666,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.9,24.700000000000003,26.1,26.05,0.0
0.75,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.9,24.700000000000003,26.1,26.05,0.0
0.8333333333333334,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.9,24.700000000000003,26.1,26.05,0.0
0.9166666666666666,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.9,24.700000000000003,26.1,26.025,0.0
1.0,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.9,24.700000000000003,26.1,25.975,0.0
1.0833333333333333,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.9,24.700000000000003,26.1,25.925,0.0
1.1666666666666667,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.9,24.700000000000003,26.1,25.925,0.0
1.25,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.9,24.700000000000003,26.1,25.925,0.0
1.3333333333333333,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.9,24.700000000000003,26.1,25.925,0.0
1.4166666666666667,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.9,24.700000000000003,26.1,25.925,0.0
1.5,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.9,24.700000000000003,26.1,25.925,0.0
1.5833333333333333,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.9,24.700000000000003,26.1,25.925,0.0
1.6666666666666667,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,25.0,24.700000000000003,26.1,25.95,0.0
1.75,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.9,24.700000000000003,26.1,25.975,0.0
1.8333333333333333,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,25.0,24.700000000000003,26.1,26.0,0.0
1.9166666666666667,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.9,24.700000000000003,26.1,26.0,0.0
2.0,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.9,24.700000000000003,26.1,26.0,0.0
2.0833333333333335,0,24.9,25.0,25.1,25.2,25.6,25.8,25.0,25.0,24.9,24.700000000000003,26.1,26.025,0.0
